x_lst,Coef,Score
Unnamed: 0,35720873.49218678,0.2547059087053474
tx_count,72084.29977367526,0.7380381542908323
Tx_volume_Ether,945.752126209387,0.04937783114609884
tx_count_ERC20,76703.5669423642,0.3087142862897889
Tx_volume_ERC20,-2.547509752559044e-53,0.0012057452703160276
Volume($),9.001914623117651,0.3277847213013564
DAU,128564.69029652959,0.8166860315155291
CUM,119.68478924069322,0.15168481747192808
