,tx_date,tx_count,Tx_volume_Ether,tx_count_ERC20,Tx_volume_ERC20,Volume($),Market Cap($),DAU,CUM
811,2018-01-18,1205184,13789861.929781254,222689.0,2.2031520020006212e+16,5938319872,100588318055,921894,98618382
812,2018-01-19,1043257,9141807.335965145,216918.0,6.000000000000203e+30,4084450048,100883462786,738714,99357096
813,2018-01-20,984489,7810042.713665577,254408.0,2.096548856967795e+17,3975190016,112174461242,661417,100018513
814,2018-01-21,1006530,7459669.064583077,222396.0,2.2767764931085696e+16,3378089984,101943726022,751429,100769942
815,2018-01-22,972911,8941900.82280368,227059.0,7.90866525180512e+16,3810099968,97465684890,703508,101473450
816,2018-01-23,928494,8612842.784012487,243596.0,1.0000000000226722e+27,3556699904,95831359552,639528,102112978
817,2018-01-24,913668,8615065.42814238,260378.0,5e+43,3944039936,102902843882,608023,102721001
818,2018-01-25,788515,4104179.736514862,284316.0,1.3556896029280244e+19,4050190080,102657059605,474739,103195740
819,2018-01-26,953429,9961352.771434618,290742.0,9.678003181193334e+29,3617690112,102595008990,663866,103859606
820,2018-01-27,831992,6427148.527789768,220606.0,1.157920892373162e+59,3002870016,107663911307,559309,104418915
821,2018-01-28,889104,7324258.340187732,221434.0,6.462176320763463e+18,5372329984,121201618306,592739,105011654
822,2018-01-29,936845,7971458.155789744,196949.0,1.2392782030331003e+18,3715079936,115034583684,658035,105669689
823,2018-01-30,906578,8500894.84798845,220669.0,2.041014872007633e+18,4107859968,104234481555,611639,106281328
824,2018-01-31,877284,8223131.208813354,251292.0,1.157920892373162e+59,3757560064,108848638400,611678,106893006
825,2018-02-01,1008759,8291407.484465972,230724.0,6.111642260095283e+60,5261680128,100935354837,754031,107647037
826,2018-02-02,981133,11127821.446750734,232463.0,7.402612278675187e+59,6713290240,89173962074,705620,108352657
827,2018-02-03,814486,6234963.475335129,203420.0,1.157920892373172e+59,3243480064,93890299032,542922,108895579
828,2018-02-04,800876,5081228.7899423,249738.0,2.315841784746324e+59,2997090048,81310521832,519917,109415496
829,2018-02-05,875761,7207439.0198170645,222239.0,5.489606670424641e+59,4269530112,68005284183,599365,110014861
830,2018-02-06,888219,8911214.468542099,244261.0,1.157920892373162e+59,6518269952,77294507868,609675,110624536
831,2018-02-07,818625,7033742.185659921,219427.0,2.4448055437711514e+59,3896179968,73796288509,550963,111175499
832,2018-02-08,681344,3651696.3224612237,199197.0,2.315841784746324e+59,3708189952,79733609806,420465,111595964
833,2018-02-09,789807,5153249.722589174,227468.0,1.0255519851807438e+16,2495820032,86191922699,492426,112088390
834,2018-02-10,848390,5783733.3902549865,258178.0,8.888889709992981e+23,2930530048,83922989198,527215,112615605
835,2018-02-11,773496,3997940.632437451,280957.0,9.906122593657308e+58,2486650112,79476512347,458140,113073745
836,2018-02-12,829020,4659353.872115091,270397.0,4.249127033803992e+17,2243450112,84767037716,518035,113591780
837,2018-02-13,745822,6446480.1073983945,248727.0,1005594872398567.6,2081170048,82496189206,458392,114050172
838,2018-02-14,746384,4894972.698948495,232831.0,1.1579387678962003e+59,2818370048,90157005929,476672,114526844
839,2018-02-15,777318,5502781.147369389,263632.0,1.0979974412631517e+29,2900100096,91485862822,493581,115020425
840,2018-02-16,704758,4353434.377286602,261136.0,6.962225521817928e+59,2369449984,92211437654,428428,115448853
841,2018-02-17,772079,4192620.682056391,278206.0,8.105562038702468e+59,2525720064,95151956513,428256,115877109
842,2018-02-18,756092,4161297.1890486833,292333.0,2.315841784746324e+59,2567290112,90267805476,442396,116319505
843,2018-02-19,811384,3813863.2086926377,300776.0,1.157920892373162e+59,2169019904,92235641556,457530,116777035
844,2018-02-20,886897,4454914.411651229,361287.0,1000300887107743.9,2545260032,87514997546,490371,117267406
845,2018-02-21,850504,4355319.053512459,335071.0,2.1000000000153016e+27,2531729920,83095081059,502419,117769825
846,2018-02-22,761893,5668407.084796738,360154.0,1.471415997578492e+16,2150370048,79482140044,437837,118207662
847,2018-02-23,733084,3156491.874213884,371915.0,2.7323692829451798e+47,2334820096,84520567485,409608,118617270
848,2018-02-24,732861,2908847.159736449,396675.0,53817113391570.234,1926579968,82222377928,357653,118974923
849,2018-02-25,690582,1881537.977356103,339541.0,1e+35,1646960000,82659602549,351938,119326861
850,2018-02-26,737453,2466483.4103407054,289698.0,1676287210004.3274,2044480000,85074973200,437073,119763934
851,2018-02-27,694583,1551449.9309160626,284488.0,2.0040176661583264e+17,2053980032,85968788108,397301,120161235
852,2018-02-28,720368,1570597.4687606285,353542.0,1.157920892373162e+59,1963980032,83728564149,433272,120594507
853,2018-03-01,684404,1704977.900392486,311609.0,2.315841784746324e+59,1868519936,85410827047,394012,120988519
854,2018-03-02,744666,1559749.4608448825,365994.0,18701645002020.355,1894419968,83925690001,388664,121377183
855,2018-03-03,673465,1042462.2094517358,327855.0,5.500000000000232e+30,1699369984,83979651073,341123,121718306
856,2018-03-04,643241,1078424.9292399627,338257.0,6.78960446186581e+58,1697939968,84923240778,334198,122052504
857,2018-03-05,752756,1582393.681053965,343676.0,9.999999999999999e+47,1898489984,83667342992,412550,122465054
858,2018-03-06,712591,1957501.4600683881,296715.0,1.0000000000519998e+28,1943069952,80083929891,410730,122875784
859,2018-03-07,783757,1990546.095446438,304061.0,6.624200000001142e+24,2175419904,73813918307,512326,123388110
860,2018-03-08,690139,1678067.9869849042,340957.0,5.000000000089009e+26,1891640064,69098851661,387953,123776063
861,2018-03-09,650058,1818819.8420830683,363691.0,7525000119604577.0,2233019904,71498733754,382808,124158871
862,2018-03-10,591377,1143226.7903415414,272629.0,2.3464832698139968e+17,1532960000,67390487259,344172,124503043
863,2018-03-11,608899,1089887.689777047,311471.0,4.2e+43,1562680064,70981343639,298422,124801465
864,2018-03-12,677908,1497825.3389590771,402723.0,3905047047937390.5,1764999936,68688764839,372391,125173856
865,2018-03-13,699093,2730326.114478898,362205.0,2.000080512683581e+17,1425959936,67819092121,370567,125544423
866,2018-03-14,671198,1932198.5516443164,325608.0,15841895570136.908,1810560000,60318025226,394818,125939241
867,2018-03-15,654531,1882278.8944278602,404452.0,1523380287874396.8,1770460032,60037233577,377464,126316705
868,2018-03-16,654584,1387862.742864699,349913.0,5640178529657938.0,1417350016,59103031871,351659,126668364
869,2018-03-17,593203,1235020.196420594,334657.0,5.78960446186581e+58,1267810048,54312035489,317415,126985779
870,2018-03-18,684094,2863848.253887243,355726.0,3.473762677119486e+59,2685499904,52934184182,362993,127348772
871,2018-03-19,703891,2331654.6160811875,348987.0,1.0000186615187098e+17,2046790016,54722473140,398480,127747252
872,2018-03-20,661791,1912935.6179743896,320063.0,42991155105172.18,1833680000,54777982164,344012,128091264
873,2018-03-21,697872,1780928.6153764185,290955.0,1.157920892373162e+59,1781270016,55237391316,373927,128465191
874,2018-03-22,619453,1548703.1384111736,239038.0,2.500000000001766e+28,1523459968,53082150649,351723,128816914
875,2018-03-23,677103,2023236.105899724,272920.0,1.157920892373162e+59,1596349952,53084905906,402402,129219316
876,2018-03-24,613203,1199442.4036709652,263889.0,29848842357063.266,1300009984,51799123912,371156,129590472
877,2018-03-25,526372,991994.3284780775,250485.0,5509755371709329.0,1151170048,51598047955,289365,129879837
878,2018-03-26,626615,1953557.3721924482,270176.0,36513368893212.39,1638880000,48228842327,348241,130228078
879,2018-03-27,584055,2485963.552682318,278768.0,506407799054489.75,1617939968,44316774118,327545,130555623
880,2018-03-28,579858,2462959.8208407154,292971.0,1.0000000000000011e+27,1514179968,43948072321,322037,130877660
881,2018-03-29,583673,2576814.4452805207,283044.0,1.0000000052886199e+26,1970230016,38016727209,341254,131218914
882,2018-03-30,633616,2327212.0631865575,301150.0,3.5687458961001145e+28,1878130048,38879465944,359552,131578466
883,2018-03-31,584396,1505158.061261906,272109.0,44876248045033.914,1323920000,39066085342,312038,131890504
884,2018-04-01,545141,1268997.2679768023,303651.0,2.3100003461228892e+19,1256930048,37413407420,288947,132179451
885,2018-04-02,598505,1440779.2675372935,302780.0,1.0000203410376177e+18,1102259968,38093277842,319342,132498793
886,2018-04-03,645977,1675678.6054292435,305729.0,3.1162007702596532e+16,1363399936,41105280498,352173,132850966
887,2018-04-04,628441,1571896.465630323,243557.0,3.473762677119486e+59,1287730048,37528933631,323237,133174203
888,2018-04-05,695871,1296821.6802903549,296172.0,1.0979974412508045e+29,1210680064,37802008408,355664,133529867
889,2018-04-06,647981,1318029.6937380205,265026.0,171006735536986.47,967105984,36532478896,336103,133865970
890,2018-04-07,535865,881782.7683202273,326826.0,1278068855871535.2,951475008,38023057371,282010,134147980
891,2018-04-08,595733,1248324.5520450422,311658.0,9.999999999999999e+56,948488000,39530560784,304417,134452397
892,2018-04-09,609799,1558299.7313558457,325696.0,7.38390616707019e+57,1478390016,39343018191,332738,134785135
893,2018-04-10,571388,1266800.1301281028,366294.0,3.1030800000026044e+26,1196000000,40903130396,310045,135095180
894,2018-04-11,609102,1484574.245971443,413241.0,299494515198148.25,1439040000,42521044920,309905,135405085
895,2018-04-12,692606,2265468.020095777,367688.0,2.095015032043634e+19,2519360000,48693844481,362342,135767427
896,2018-04-13,730344,2224428.2081772094,353235.0,3.0000000002421824e+24,2419249920,48683660481,387748,136155175
897,2018-04-14,611188,968581.4523539311,276249.0,2.315841784746324e+59,1519079936,49557725333,304626,136459801
898,2018-04-15,619985,1171252.6132438856,291395.0,1.0000000300308221e+23,1726089984,52555419462,316680,136776481
899,2018-04-16,664402,1398237.1524441242,329974.0,703381532440084.1,1758979968,50534185799,349790,137126271
900,2018-04-17,742823,1448482.1140926392,353026.0,2.110764366510071e+16,1760359936,49728519115,373877,137500148
901,2018-04-18,703293,1749609.6893758196,393482.0,827060393178971.9,1762940032,51904227886,362340,137862488
902,2018-04-19,814318,1815103.3080750164,473648.0,7.000056938524823e+26,2256869888,56178772001,373469,138235957
903,2018-04-20,832220,2177356.7942784936,490375.0,4.631683569492648e+59,2849469952,60922818296,415117,138651074
904,2018-04-21,746104,1699426.5628197927,315148.0,4.87427675214415e+16,2612460032,59913832194,398017,139049091
905,2018-04-22,748858,1261015.945313451,380232.0,1.5052977877119482e+60,2426269952,61556034015,395504,139444595
906,2018-04-23,802870,3093385.1440756866,311497.0,6.947533354238974e+59,2386830080,63617020167,443212,139887807
907,2018-04-24,816357,2719197.45956399,356165.0,5.78960446186581e+59,3581860096,70127342534,437060,140324867
908,2018-04-25,799014,2523798.7095451127,375548.0,1.7294067245500996e+60,4216140032,60955966711,404837,140729704
909,2018-04-26,793873,2027985.3291640128,442018.0,4.053147166601618e+60,2984009984,65663946135,382109,141111813
910,2018-04-27,764479,2105038.8709055944,393213.0,1.6717482883637515e+60,2598129920,64114105428,374563,141486376
911,2018-04-28,775321,1796924.724141333,368923.0,4.631683569492648e+59,2496659968,67759208004,382386,141868762
912,2018-04-29,756651,1661137.943930926,326661.0,5.787406610022144e+59,2740559872,68289153706,372012,142240774
913,2018-04-30,778133,2014081.6509545324,356830.0,5.9065544719955e+59,2853100032,66423712256,408492,142649266
914,2018-05-01,713839,1884620.3961642282,409091.0,1.158920892373162e+59,2678960128,66803233984,377979,143027245
915,2018-05-02,787722,2671525.3904598285,486699.0,1.6582073787642513e+59,2822269952,68159979253,420349,143447594
916,2018-05-03,839586,2869964.9967159694,476377.0,9.515489780647427e+59,4210939904,77340839220,445451,143893045
917,2018-05-04,1000526,2587321.047558374,334031.0,5.78960446186581e+59,3533410048,77960306236,710919,144603964
918,2018-05-05,789261,1737471.6805553716,538961.0,1.1567641282449171e+59,3035040000,81003446783,433238,145037202
919,2018-05-06,691273,1527550.003163826,543686.0,1.0106177638075945e+21,3105570048,78656662788,394628,145431830
920,2018-05-07,789863,2956959.0535013466,382114.0,1.2541981884929303e+59,4316120064,74841655792,405054,145836884
921,2018-05-08,820098,2115395.9744612407,363084.0,5.065903904132583e+58,2920489984,74770813968,421358,146258242
922,2018-05-09,831127,2232331.2666488406,412115.0,5.873138929587656e+57,2877870080,74728439730,426276,146684518
923,2018-05-10,854827,2149148.8970410028,386895.0,8.354324897895448e+58,2748950016,72260117775,420768,147105286
924,2018-05-11,826099,2199023.3643607274,416740.0,1.1506445834037243e+59,3290080000,67535702572,427748,147533034
925,2018-05-12,788487,1606115.695809124,450287.0,2.0100000500127558e+26,2668480000,68192028458,385612,147918646
926,2018-05-13,762439,1186387.1100757243,447098.0,4.8732425171752494e+57,2362500096,72923278119,382697,148301343
927,2018-05-14,801788,2172776.9615179584,346988.0,1.3254417632826753e+59,3005110016,72645181706,440545,148741888
928,2018-05-15,779210,1975146.105368923,417873.0,3732929470820.595,2523069952,70504110201,400892,149142780
929,2018-05-16,807257,1691542.4685388124,419859.0,5.000000000216906e+26,2476130048,70337446111,406480,149549260
930,2018-05-17,835761,1708454.666391711,390779.0,1919497774205688.0,2350619904,66929938612,426383,149975643
931,2018-05-18,831831,1662610.0142873856,393259.0,5.631683569492648e+59,2305740032,69104455849,426633,150402276
932,2018-05-19,846288,1216267.9475370916,392205.0,1.1559999999999999e+49,2021549952,69334147807,413866,150816142
933,2018-05-20,777283,1270947.8413714187,433075.0,1.8800018259892165e+18,2156910080,71224213260,363513,151179655
934,2018-05-21,802211,1659141.3936859886,422345.0,1.157920892373162e+59,2005170048,69631032596,409244,151588899
935,2018-05-22,822409,2213637.5832600635,378071.0,2.676312902079629e+59,2230469888,64517663406,405405,151994304
936,2018-05-23,833377,2740155.272404386,412491.0,3.3066399233014155e+59,2995429888,58139666822,439615,152433919
937,2018-05-24,811167,2120915.9915963598,404467.0,5.991166558118112e+58,2791099904,59962094302,413847,152847766
938,2018-05-25,800838,1819548.3577514652,415870.0,5.565944571459452e+59,2110919936,58477440268,403121,153250887
939,2018-05-26,761932,1330537.1307930653,435228.0,1.5951146080847285e+59,1694300032,58544016481,352251,153603138
940,2018-05-27,776024,1975489.4096796159,410098.0,1.058159861847001e+59,1788790016,57099072056,370235,153973373
941,2018-05-28,861002,2741847.681025132,373883.0,6.397049530260418e+60,2356900096,51463146627,468424,154441797
942,2018-05-29,812183,2242609.388232217,411221.0,1.751234268685962e+59,2330820096,56396587656,399885,154841682
943,2018-05-30,817167,2177414.8992459937,370146.0,1.1440487319349084e+60,2053970048,55829809817,419890,155261572
944,2018-05-31,832842,2276016.1009410946,359945.0,4.140848911095798e+59,1985040000,57643138807,440303,155701875
945,2018-06-01,758242,2479811.0865605352,451344.0,1.2212306269175142e+61,1945890048,57894350583,397607,156099482
946,2018-06-02,768017,1301646.5941890734,471617.0,2.499613007633603e+60,1880390016,59080880117,373421,156472903
947,2018-06-03,809997,1122686.082744141,455208.0,2.6900433579793694e+60,1832550016,61740821846,368774,156841677
948,2018-06-04,807165,2032947.0003113535,435968.0,3.373438894809267e+60,1903430016,59222873880,405519,157247196
949,2018-06-05,780654,2072053.4178632472,426548.0,1.483914946658727e+60,1844269952,60864980395,390515,157637711
950,2018-06-06,754070,2244345.0698698163,392083.0,7.176927879996507e+60,1756530048,60659842641,384193,158021904
951,2018-06-07,775828,2150451.04267874,380738.0,3.1334220519224297e+60,1880140032,60478879395,378068,158399972
952,2018-06-08,720017,2324894.835680395,507238.0,3.429257970596226e+60,1637779968,60080608858,353716,158753688
953,2018-06-09,769427,1194638.7626185229,466779.0,1.6870053217042154e+60,1519309952,59741701633,339375,159093063
954,2018-06-10,771280,1798407.8904402452,459029.0,5.637294078622884e+60,2234880000,52645885461,367771,159460834
955,2018-06-11,768985,2187494.097626749,377432.0,4.725024657494592e+60,1982119936,53337466294,399096,159859930
956,2018-06-12,770199,2979799.036961894,394509.0,7.9241966455064605e+59,1932760064,49702985162,357463,160217393
957,2018-06-13,797637,4104052.1524493494,549857.0,3.3204113262190307e+59,2080130048,47777150787,386120,160603513
958,2018-06-14,765916,4079388.099563274,447485.0,1.0207384893963348e+21,2458650112,52015066663,397470,161000983
959,2018-06-15,763803,3587664.200794058,361516.0,3.1268483496461866e+59,1808269952,49149084090,395155,161396138
960,2018-06-16,639775,1613020.097322801,1487305.0,4.520286097479107e+59,1314109952,50024018701,302698,161698836
961,2018-06-17,648548,1182608.9619797003,376005.0,6.509461390941245e+60,1264870016,50114921288,323832,162022668
962,2018-06-18,695753,1590554.5571857328,405179.0,1.4166743191920524e+59,1513869952,51972519171,347071,162369739
963,2018-06-19,778765,1938156.6604566192,450817.0,2.295044605127147e+58,1726569984,53893191559,377928,162747667
964,2018-06-20,803076,2071551.9244092684,454224.0,3.193863170448328e+59,1596290048,53735032875,378812,163126479
965,2018-06-21,752035,1861910.6414589062,407603.0,3.344823157144021e+32,1462070016,52853921455,376373,163502852
966,2018-06-22,770457,2406367.8109634435,450561.0,6.120249880309839e+60,2226030080,46694859628,402575,163905427
967,2018-06-23,675918,1287804.4487632578,402313.0,2.377190383598617e+59,1651379968,47577076102,338305,164243732
968,2018-06-24,671994,1992232.7414936426,399184.0,4.0939472154308545e+59,2490579968,45897156207,363394,164607126
969,2018-06-25,837265,2413149.253275942,446277.0,1.114941053171799e+32,4007950080,46171165114,452422,165059548
970,2018-06-26,732170,1941364.1419812304,495767.0,6.890402220269543e+59,1356560000,43417898248,377617,165437165
971,2018-06-27,771938,1935680.0586960292,532843.0,1.6878260251913386e+59,1368940032,44389430889,384039,165821204
972,2018-06-28,744784,1802264.6298694,512506.0,1.5276143821036426e+59,1360790016,42391125054,386859,166208063
973,2018-06-29,735092,2171935.2051538024,436065.0,5.5162506769359175e+59,1564499968,43769409548,381648,166589711
974,2018-06-30,632981,1243662.3008911982,736726.0,9.93096223395961e+59,1475939968,45703302056,278945,166868656
975,2018-07-01,622633,1004346.1983623891,842350.0,2.9585109291132763e+59,1511730048,45585861718,235234,167103890
976,2018-07-02,489559,1420587.8545455884,892456.0,1.0725325350081115e+60,1625789952,47747743959,280261,167384151
977,2018-07-03,573532,1803622.3192714527,831975.0,9.097648700896055e+58,1683939968,46637067239,278878,167663029
978,2018-07-04,447112,1551945.463329899,873964.0,1.0782768659643552e+59,1549769984,46960391871,267794,167930823
979,2018-07-05,527586,1652662.3336865127,835656.0,2.812575653277949e+59,1828610048,47682968020,313154,168243977
980,2018-07-06,459075,1599111.4525137271,959541.0,3.547036439102113e+59,1627609984,47652424064,259386,168503363
981,2018-07-07,484105,1116519.1480193294,942778.0,3.20981532708455e+59,1358360064,49436674025,260480,168763843
982,2018-07-08,631505,1269224.9212000084,664433.0,1.195986771036374e+60,1344560000,49191161178,320910,169084753
983,2018-07-09,651926,1748975.808352201,666843.0,9.78437517875218e+59,1533799936,47950212027,316641,169401394
984,2018-07-10,691771,1910868.966312744,631186.0,1.0752838612419779e+60,1789069952,43708241775,309735,169711129
985,2018-07-11,643920,1423058.6763786552,753662.0,1.5311914298760317e+60,1422470016,44934271235,286005,169997134
986,2018-07-12,566058,1307057.8955306802,835953.0,8.279397937761809e+59,1495440000,43288294177,270296,170267430
987,2018-07-13,563317,1246830.0898542986,891607.0,5.1871412609699135e+59,1489670016,43694988769,264640,170532070
988,2018-07-14,508951,929558.4138428874,1022048.0,4.9011661627209743e+58,1235820032,43911193561,264912,170796982
989,2018-07-15,453706,793117.2338677672,973834.0,3.236864675457935e+60,1350160000,45306414380,253566,171050548
990,2018-07-16,703999,1728514.4752031707,523660.0,3.228765104056939e+59,1858680064,48419026521,336848,171387396
991,2018-07-17,701292,1789076.5463865462,524429.0,4.286710030331355e+59,2288100096,50478766285,328725,171716121
992,2018-07-18,746145,2045326.2268752626,462485.0,1.053119172189487e+60,2371559936,48424155624,348449,172064570
993,2018-07-19,734702,1659542.0454633287,457424.0,1.5996682942000382e+60,2068739968,47335899963,331079,172395649
994,2018-07-20,671608,1768585.288274842,337719.0,7.166552746354478e+59,1821350016,45437819522,344351,172740000
995,2018-07-21,620634,1089214.3648931994,316726.0,5.730206952442507e+59,1504310016,46630720739,319276,173059276
996,2018-07-22,675356,1037589.601918475,457259.0,1.4913107232465273e+60,1338589952,46360029757,312487,173371763
997,2018-07-23,758657,1635162.1233271228,418874.0,1.4884883560053985e+60,1596999936,45481301491,335367,173707130
998,2018-07-24,784910,1730049.2399990372,428534.0,1.297943336025161e+60,2287520000,48368209917,367087,174074217
999,2018-07-25,787527,1526443.2222260502,433941.0,4.9344588550113465e+59,1930780032,47683830874,356785,174431002
1000,2018-07-26,725630,1241625.0764307128,451941.0,1.0486271543205013e+60,1621560064,46839932193,356439,174787441
1001,2018-07-27,788715,1359028.6218041938,420418.0,6.255412973224788e+59,1734259968,47417755376,345082,175132523
1002,2018-07-28,703973,796903.0492725335,339203.0,1.1807399101315787e+60,1531890048,47147853886,335563,175468086
1003,2018-07-29,716354,769370.2876910815,427693.0,3.264794671994858e+60,1631910016,47133881666,321798,175789884
1004,2018-07-30,757712,1559479.3237987044,475345.0,1.1198556967101177e+60,2141590000,46175217427,358241,176148125
1005,2018-07-31,745063,2842053.0234208554,446330.0,7.677323603801763e+59,1820680000,43839034237,381034,176529159
1006,2018-08-01,757758,1518269.855621728,452793.0,5.3920628949455435e+59,1888060000,42521937218,369280,176898439
1007,2018-08-02,779928,1604738.4629174662,448850.0,6.110988630866472e+59,1569300000,41709183608,341302,177239741
1008,2018-08-03,753190,1325078.2341499035,459938.0,1.4664094128826278e+60,1722340000,42287977978,353727,177593468
1009,2018-08-04,720548,959347.5238038766,486687.0,1.4529458559163178e+59,1466540000,41183215694,299926,177893394
1010,2018-08-05,704249,894207.763685065,483499.0,1.08944081352643e+60,1396820000,41521715110,311063,178204457
1011,2018-08-06,699536,1230144.5361732042,464953.0,2.214839960795862e+59,1384880000,41139790462,339872,178544329
1012,2018-08-07,636342,1381310.8873029102,267793.0,1.6172978098677148e+59,1828350000,38472420233,358282,178902611
1013,2018-08-08,565663,2066025.85015403,129187.0,3.4302516710762493e+22,2016080000,36091566801,385933,179288544
1014,2018-08-09,538530,1612866.1571409253,126011.0,1.2397995359450923e+59,1616610000,37007391031,361454,179649998
1015,2018-08-10,613892,1829034.2609048868,208928.0,2.679381155387058e+59,1699400000,33834485092,374376,180024374
1016,2018-08-11,657312,1660625.7081747514,387880.0,6.631558350424009e+59,1790370000,32619681420,328140,180352514
1017,2018-08-12,641927,1014074.2685672072,407677.0,1.2613029652651091e+60,1625420000,32368768332,300943,180653457
1018,2018-08-13,694941,2500435.730871653,399224.0,7.707319207702928e+59,1751190000,29024490503,342326,180995783
1019,2018-08-14,690348,3147893.077701576,389143.0,1.4400417688612694e+59,2137850000,28263969132,350065,181345848
1020,2018-08-15,648565,2333286.118857991,388520.0,1.0496944020215417e+60,1878150000,28617473116,317083,181662931
1021,2018-08-16,716732,1551492.362781218,398074.0,3.2911800005593025e+59,1552970000,29199228646,330449,181993380
1022,2018-08-17,607270,1867971.313434584,275532.0,8.474188853037907e+59,1995460000,32011921283,357871,182351251
1023,2018-08-18,627522,1112919.1415440103,457517.0,1.1472759283278319e+60,1764020000,29998584852,271669,182622920
1024,2018-08-19,599660,787206.2395255124,392234.0,2.2298921047726807e+32,1447910000,30514025774,266183,182889103
1025,2018-08-20,663769,1457323.5093849297,412824.0,1.298987833162027e+60,1413790000,27829775231,326890,183215993
1026,2018-08-21,605639,1470787.819603774,470274.0,9.141701800993467e+59,1164120000,28609531323,293857,183509850
1027,2018-08-22,594918,1738821.3529965691,384032.0,1.6010245936840306e+60,1507660000,27539119679,294905,183804755
1028,2018-08-23,599557,1466367.6598429629,415138.0,3.5700153471928054e+59,1271160000,28129662664,307950,184112705
1029,2018-08-24,596227,1433980.5196085218,413077.0,2.100448374134809e+59,1450170000,28730705349,308802,184421507
1030,2018-08-25,577239,1079601.2384329524,452521.0,4.642813467361152e+59,1208360000,28399212923,296771,184718278
1031,2018-08-26,574072,982105.6607672458,384942.0,7.509228030975068e+58,1206650000,27953028997,298438,185016716
1032,2018-08-27,645935,1614582.0532926829,592615.0,2.852774881930383e+59,1406790000,29015874948,313430,185330146
1033,2018-08-28,613844,1453566.0468473274,534197.0,2.5250658169969594e+59,1513350000,30128902937,332693,185662839
1034,2018-08-29,546841,1566254.07254571,451397.0,1.8999317681318008e+59,1474460000,29404459725,285482,185948321
1035,2018-08-30,592847,1433665.5484505894,436910.0,2.8056626389043927e+61,1513100000,28881058148,304870,186253191
1036,2018-08-31,577258,1506140.2991726594,397094.0,4.718777823110429e+61,1411910000,28774922508,310771,186563962
1037,2018-09-01,656254,1170891.6986581383,388869.0,7.87957144730163e+60,1546630000,30035327410,323016,186886978
1038,2018-09-02,620267,917763.5117844184,400414.0,2.7981595484803818e+60,1321050000,29942718225,300784,187187762
1039,2018-09-03,631429,1796437.368554297,391572.0,1.358980613059978e+61,1394490000,29428616901,328112,187515874
1040,2018-09-04,589521,2931159.1897595515,350809.0,1.4775904278327015e+61,1554870000,29074743101,317010,187832884
1041,2018-09-05,626957,2478453.739496974,352765.0,1.2345773945476886e+61,2390390000,23646371777,339575,188172459
1042,2018-09-06,588959,3044532.899118216,439448.0,4.009759591069574e+60,2097310000,23435751842,350841,188523300
1043,2018-09-07,582184,2572015.6393012363,616803.0,3.434365207854049e+60,1678260000,22115522904,306747,188830047
1044,2018-09-08,543337,2119995.649899332,372714.0,6.792301516412502e+60,1517200000,20159309964,269778,189099825
1045,2018-09-09,565631,2183293.774446179,342138.0,8.115874179602697e+60,1585980000,20058708800,279543,189379368
1046,2018-09-10,561611,2470279.7169796103,347711.0,6.821327590299882e+60,1502960000,20078523984,309385,189688753
1047,2018-09-11,557317,2499660.1032640985,360628.0,1.5207527979935946e+61,1568900000,18858381966,298933,189987686
1048,2018-09-12,570673,3783920.506230772,361506.0,2.093528119878946e+61,1874850000,18685319378,308501,190296187
1049,2018-09-13,555753,2343978.952046614,370873.0,2.566694637645016e+61,2330720000,21545775837,313980,190610167
1050,2018-09-14,514394,2136815.568815905,436969.0,1.432076327078022e+61,2232190000,21590366996,277941,190888108
1051,2018-09-15,479695,1440524.3027020316,430458.0,1.553953627961838e+61,1670490000,22749647321,250718,191138826
1052,2018-09-16,458432,1218379.5502970885,435270.0,2.235191782929396e+61,1502260000,22500748646,236190,191375016
1053,2018-09-17,553720,1946847.7421815782,434508.0,1.4429477846598353e+61,2019910000,20187902505,280539,191655555
1054,2018-09-18,500513,1819373.6286984985,413739.0,1.3987186284058637e+61,1800640000,21426628309,267351,191922906
1055,2018-09-19,507255,1549998.364794647,270696.0,1.1086368911900403e+61,1733330000,21430323331,285509,192208415
1056,2018-09-20,498146,1892442.8475608043,411815.0,1.2860180919582818e+61,1782070000,22927300808,281847,192490262
1057,2018-09-21,544686,2912837.171706304,368890.0,5.025356223322662e+60,2836200000,25177561991,321328,192811590
1058,2018-09-22,470309,1570271.2346372593,387040.0,4.100453615880732e+60,1921820000,24559189741,261997,193073587
1059,2018-09-23,468627,1392506.7851904484,395113.0,4.968691591723593e+61,1693470000,24957339670,251463,193325050
1060,2018-09-24,480337,1889950.324683693,409942.0,1.2353483843609455e+61,1748740000,23368514475,263942,193588992
1061,2018-09-25,519108,1882879.4549134404,439639.0,5.347012894643453e+60,2120360000,22328327983,277575,193866567
1062,2018-09-26,493507,1845165.946592205,456063.0,3.0600864732669015e+60,1756100000,22061164303,266326,194132893
1063,2018-09-27,504047,1666302.3801744513,433901.0,4.022548064044292e+60,2030320000,23358464739,279785,194412678
1064,2018-09-28,500407,1692258.9218244723,389028.0,6.213247175553833e+60,2018120000,22740233568,276247,194688925
1065,2018-09-29,434315,1427713.3835032487,284881.0,3.26807181827976e+60,2208720000,23688983896,241164,194930089
1066,2018-09-30,479351,1350892.4585847696,385148.0,4.636248338956058e+60,1765560000,23817805502,262183,195192272
1067,2018-10-01,476308,1253341.0653251298,394481.0,4.609705817756714e+60,1597500000,23609728018,261074,195453346
1068,2018-10-02,490262,1097886.873358382,357439.0,6.848927961416969e+60,1542080000,23247403474,253929,195707275
